instance_id,num_of_nodes,num_of_edges,ratio_node_edge,bi_edge,ratio_bi_edge,min_out_degree,max_out_degree,avg_out_degree,min_in_degree,max_in_degree,avg_in_degree,num_of_odd_out_degree,ratio_of_odd_out_degree,num_of_even_out_degree,ratio_of_even_out_degree,num_of_odd_in_degree,ratio_of_odd_in_degree,num_of_even_in_degree,ratio_of_even_in_degree,num_of_odd_degree,ratio_of_odd_degree,num_of_even_degree,ratio_of_even_degree,out_degree_less_than_3,ratio_out_degree_less_than_3,in_degree_less_than_3,ratio_in_degree_less_than_3,degree_less_than_3,ratio_degree_less_than_3,dfs_1st_back_depth,sum_of_choices_along_path,depth_avg_DFS_backjump,depth_back_to_root,depth_back_to_any,depth_one_path,min_depth_bfs,max_depth_bfs,avg_depth_bfs,min_depth_beam,max_depth_beam,avg_depth_beam
instcross10_44_15.csv,500,1836,0.2723,1794,0.9771,1,4,3.672,2,4,3.672,132,0.264,368,0.736,130,0.26,370,0.74,76,0.152,424,0.848,16,0.032,17,0.034,0,0,1,5,239.8,2,2,11,7,38,28.6591,7,38,28.5116
instcross10_44_16.csv,500,1836,0.2723,1794,0.9771,2,4,3.672,2,4,3.672,126,0.252,374,0.748,128,0.256,372,0.744,70,0.14,430,0.86,19,0.038,18,0.036,0,0,1,5,273.9231,2,2,11,9,38,28.1136,9,38,28.2609
instcross10_44_20.csv,500,1836,0.2723,1792,0.976,2,4,3.672,1,4,3.672,124,0.248,376,0.752,132,0.264,368,0.736,80,0.16,420,0.84,20,0.04,16,0.032,0,0,2,7,276.5556,2,2,11,9,38,28.1282,9,38,28.1282
instcross10_44_24.csv,500,1836,0.2723,1794,0.9771,2,4,3.672,2,4,3.672,140,0.28,360,0.72,132,0.264,368,0.736,78,0.156,422,0.844,12,0.024,16,0.032,0,0,3,13,284.75,2,2,11,9,38,27.15,9,38,27.15
instcross10_44_28.csv,500,1836,0.2723,1792,0.976,1,4,3.672,1,4,3.672,134,0.268,366,0.732,130,0.26,370,0.74,86,0.172,414,0.828,15,0.03,17,0.034,0,0,6,25,279.7273,2,2,12,1,38,26.7826,1,38,27.3556
instcross10_44_3.csv,500,1836,0.2723,1792,0.976,2,4,3.672,2,4,3.672,138,0.276,362,0.724,138,0.276,362,0.724,76,0.152,424,0.848,13,0.026,13,0.026,0,0,2,8,264,2,2,11,9,38,27.3421,9,38,27.3421
instcross10_45_15.csv,500,1835,0.2725,1790,0.9755,1,4,3.67,1,4,3.67,133,0.266,367,0.734,131,0.262,369,0.738,78,0.156,422,0.844,16,0.032,17,0.034,0,0,4,14,259.125,2,2,1,5,38,27.1429,5,38,27.1429
instcross10_47_25.csv,500,1833,0.2728,1786,0.9744,2,4,3.666,1,4,3.666,127,0.254,373,0.746,133,0.266,367,0.734,78,0.156,422,0.844,20,0.04,17,0.034,0,0,5,19,244.6,2,2,11,9,38,27.975,9,38,27.975
instcross10_47_6.csv,500,1833,0.2728,1786,0.9744,1,4,3.666,2,4,3.666,143,0.286,357,0.714,129,0.258,371,0.742,80,0.16,420,0.84,12,0.024,19,0.038,0,0,3,12,256.8462,2,2,20,8,38,27.9231,8,38,27.9744
instcross10_50_1.csv,500,1830,0.2732,1780,0.9727,1,4,3.66,2,4,3.66,136,0.272,364,0.728,138,0.276,362,0.724,90,0.18,410,0.82,17,0.034,16,0.032,0,0,5,19,331.2308,2,2,11,1,38,23.9184,1,38,26.9048
instcross10_50_21.csv,500,1830,0.2732,1784,0.9749,2,4,3.66,2,4,3.66,136,0.272,364,0.728,136,0.272,364,0.728,88,0.176,412,0.824,17,0.034,17,0.034,0,0,6,23,239.4667,2,2,11,6,38,28.4474,6,38,28.4474
instcross10_50_23.csv,500,1830,0.2732,1780,0.9727,2,4,3.66,1,4,3.66,132,0.264,368,0.736,140,0.28,360,0.72,92,0.184,408,0.816,19,0.038,15,0.03,0,0,1,5,261.7273,2,2,11,3,38,25.0426,3,38,27.1905
instcross10_50_29.csv,500,1830,0.2732,1782,0.9738,2,4,3.66,1,4,3.66,136,0.272,364,0.728,134,0.268,366,0.732,86,0.172,414,0.828,17,0.034,18,0.036,0,0,4,14,197.3846,2,2,1,5,38,26.5952,5,38,24.9348
instcross10_50_5.csv,500,1830,0.2732,1780,0.9727,2,4,3.66,1,4,3.66,130,0.26,370,0.74,126,0.252,374,0.748,84,0.168,416,0.832,20,0.04,22,0.044,0,0,5,21,188.2308,2,2,11,9,38,27.766,9,38,27.7391
instcross10_50_9.csv,500,1830,0.2732,1786,0.976,1,4,3.66,2,4,3.66,132,0.264,368,0.736,128,0.256,372,0.744,84,0.168,416,0.832,19,0.038,21,0.042,0,0,1,5,269.7222,2,2,11,7,38,27.225,7,38,27.275
instcross10_55_0.csv,500,1825,0.274,1772,0.971,2,4,3.65,2,4,3.65,139,0.278,361,0.722,133,0.266,367,0.734,90,0.18,410,0.82,18,0.036,21,0.042,0,0,4,16,288.7857,2,2,3,3,38,23.7414,3,38,23.9333
instcross10_55_1.csv,500,1825,0.274,1770,0.9699,2,4,3.65,2,4,3.65,131,0.262,369,0.738,129,0.258,371,0.742,98,0.196,402,0.804,22,0.044,23,0.046,0,0,5,20,235.5882,2,2,6,4,38,27.413,4,38,27.413
instcross10_55_10.csv,500,1825,0.274,1772,0.971,2,4,3.65,1,4,3.65,141,0.282,359,0.718,145,0.29,355,0.71,94,0.188,406,0.812,17,0.034,15,0.03,0,0,9,34,240.5833,2,2,11,6,38,27.5111,6,38,27.5111
instcross10_60_7.csv,500,1820,0.2747,1764,0.9692,2,4,3.64,1,4,3.64,136,0.272,364,0.728,142,0.284,358,0.716,92,0.184,408,0.816,22,0.044,19,0.038,0,0,1,5,233.1667,2,2,11,9,38,27.9762,9,38,27.9762
instcross10_60_9.csv,500,1820,0.2747,1762,0.9681,2,4,3.64,2,4,3.64,142,0.284,358,0.716,148,0.296,352,0.704,102,0.204,398,0.796,19,0.038,16,0.032,0,0,1,5,290.5,2,2,11,6,38,27.5208,6,38,27.68
instcross10_65_19.csv,500,1815,0.2755,1750,0.9642,1,4,3.63,1,4,3.63,141,0.282,359,0.718,137,0.274,363,0.726,112,0.224,388,0.776,22,0.044,24,0.048,0,0,1,5,260.2143,2,2,8,5,38,24.569,5,38,24.569
instcross10_65_3.csv,500,1815,0.2755,1750,0.9642,2,4,3.63,1,4,3.63,149,0.298,351,0.702,143,0.286,357,0.714,108,0.216,392,0.784,18,0.036,21,0.042,0,0,2,9,266.8333,2,2,11,7,38,25.8776,7,38,25.8776
instcross10_65_9.csv,500,1815,0.2755,1752,0.9653,2,4,3.63,2,4,3.63,141,0.282,359,0.718,145,0.29,355,0.71,94,0.188,406,0.812,22,0.044,20,0.04,0,0,6,23,230.8235,2,2,11,9,38,28.0889,9,38,28.0889
instcross10_70_29.csv,500,1810,0.2762,1744,0.9635,2,4,3.62,1,4,3.62,144,0.288,356,0.712,142,0.284,358,0.716,102,0.204,398,0.796,23,0.046,24,0.048,0,0,2,8,170.35,2,2,11,4,38,24.9074,4,38,26.4118
instcross10_75_27.csv,500,1805,0.277,1732,0.9596,1,4,3.61,2,4,3.61,165,0.33,335,0.67,161,0.322,339,0.678,132,0.264,368,0.736,15,0.03,17,0.034,0,0,3,10,231.2667,2,2,13,9,38,27.9512,9,38,27.9512
instcross10_75_9.csv,500,1805,0.277,1738,0.9629,1,4,3.61,2,4,3.61,151,0.302,349,0.698,153,0.306,347,0.694,108,0.216,392,0.784,22,0.044,21,0.042,0,0,1,5,227.5385,2,2,1,6,38,25.9556,4,38,25.1277
instcross10_80_5.csv,500,1800,0.2778,1724,0.9578,1,4,3.6,1,4,3.6,144,0.288,356,0.712,138,0.276,362,0.724,128,0.256,372,0.744,28,0.056,31,0.062,0,0,1,5,196.8889,2,2,20,2,38,24.193,2,38,26.1569
instcross6_30_0.csv,180,618,0.2913,590,0.9547,1,4,3.4333,2,4,3.4333,68,0.3778,112,0.6222,68,0.3778,112,0.6222,48,0.2667,132,0.7333,17,0.0944,17,0.0944,0,0,3,12,83.1818,2,2,2,3,22,15.8148,5,22,15.8571
instcross6_30_14.csv,180,618,0.2913,588,0.9515,1,4,3.4333,2,4,3.4333,70,0.3889,110,0.6111,70,0.3889,110,0.6111,44,0.2444,136,0.7556,16,0.0889,16,0.0889,0,0,2,9,74.3077,2,2,7,5,22,15.5667,5,22,15.4839
instcross6_30_24.csv,180,618,0.2913,590,0.9547,1,4,3.4333,1,4,3.4333,68,0.3778,112,0.6222,66,0.3667,114,0.6333,40,0.2222,140,0.7778,17,0.0944,18,0.1,0,0,7,25,81.8182,2,2,8,3,22,16.0385,3,22,16.4615
instcross6_30_4.csv,180,618,0.2913,590,0.9547,1,4,3.4333,1,4,3.4333,64,0.3556,116,0.6444,62,0.3444,118,0.6556,38,0.2111,142,0.7889,19,0.1056,20,0.1111,0,0,1,5,78.3846,2,2,17,5,22,15.7586,5,22,15.7333
instcross6_31_23.csv,180,617,0.2917,588,0.953,1,4,3.4278,1,4,3.4278,75,0.4167,105,0.5833,57,0.3167,123,0.6833,46,0.2556,134,0.7444,14,0.0778,23,0.1278,0,0,1,5,89,2,2,11,5,22,16.6,5,22,16.4815
instcross6_31_7.csv,180,617,0.2917,588,0.953,1,4,3.4278,1,4,3.4278,67,0.3722,113,0.6278,63,0.35,117,0.65,50,0.2778,130,0.7222,18,0.1,20,0.1111,0,0,1,5,71.5714,2,2,2,3,22,15.9231,5,22,16
instcross6_32_1.csv,180,616,0.2922,588,0.9545,1,4,3.4222,1,4,3.4222,74,0.4111,106,0.5889,64,0.3556,116,0.6444,46,0.2556,134,0.7444,15,0.0833,20,0.1111,0,0,3,13,69.1333,2,2,18,5,22,16.2857,5,22,16.2857
instcross6_32_21.csv,180,616,0.2922,586,0.9513,2,4,3.4222,1,4,3.4222,76,0.4222,104,0.5778,72,0.4,108,0.6,42,0.2333,138,0.7667,14,0.0778,16,0.0889,0,0,1,5,89.25,2,2,7,5,22,15.2424,5,22,15.2424
instcross6_32_25.csv,180,616,0.2922,586,0.9513,1,4,3.4222,1,4,3.4222,74,0.4111,106,0.5889,74,0.4111,106,0.5889,44,0.2444,136,0.7556,15,0.0833,15,0.0833,0,0,2,7,69.5556,2,2,2,5,22,14.8667,5,22,14.8667
instcross6_32_26.csv,180,616,0.2922,586,0.9513,1,4,3.4222,1,4,3.4222,70,0.3889,110,0.6111,70,0.3889,110,0.6111,54,0.3,126,0.7,17,0.0944,17,0.0944,0,0,1,5,81,2,2,18,3,22,16.1923,3,22,16.1923
instcross6_32_4.csv,180,616,0.2922,590,0.9578,1,4,3.4222,1,4,3.4222,64,0.3556,116,0.6444,70,0.3889,110,0.6111,46,0.2556,134,0.7444,20,0.1111,17,0.0944,0,0,4,15,78.7857,2,2,6,5,22,15.7083,5,22,15.8
instcross6_33_0.csv,180,615,0.2927,584,0.9496,2,4,3.4167,1,4,3.4167,73,0.4056,107,0.5944,81,0.45,99,0.55,52,0.2889,128,0.7111,16,0.0889,12,0.0667,0,0,4,15,75.1667,2,2,2,1,23,15.6452,1,29,20.8966
instcross6_33_17.csv,180,615,0.2927,584,0.9496,1,4,3.4167,1,4,3.4167,73,0.4056,107,0.5944,67,0.3722,113,0.6278,54,0.3,126,0.7,16,0.0889,19,0.1056,0,0,3,11,81.6667,2,2,10,4,22,15.2813,4,22,15.2813
instcross6_33_3.csv,180,615,0.2927,584,0.9496,1,4,3.4167,1,4,3.4167,65,0.3611,115,0.6389,65,0.3611,115,0.6389,44,0.2444,136,0.7556,20,0.1111,20,0.1111,0,0,5,19,78.4,2,2,2,3,22,15.4583,5,22,16
instcross6_34_29.csv,180,614,0.2932,580,0.9446,1,4,3.4111,1,4,3.4111,74,0.4111,106,0.5889,76,0.4222,104,0.5778,46,0.2556,134,0.7444,16,0.0889,15,0.0833,0,0,2,8,71.4286,2,2,13,4,22,15.5769,4,22,15.44
instcross6_35_0.csv,180,613,0.2936,578,0.9429,1,4,3.4056,2,4,3.4056,69,0.3833,111,0.6167,69,0.3833,111,0.6167,50,0.2778,130,0.7222,19,0.1056,19,0.1056,0,0,11,41,77.5833,2,2,2,3,22,15.4074,5,22,15.4815
instcross6_35_11.csv,180,613,0.2936,580,0.9462,2,4,3.4056,2,4,3.4056,71,0.3944,109,0.6056,65,0.3611,115,0.6389,54,0.3,126,0.7,18,0.1,21,0.1167,0,0,2,8,75.8182,2,2,1,2,22,15.5833,4,22,15.6667
instcross6_35_29.csv,180,613,0.2936,580,0.9462,1,4,3.4056,1,4,3.4056,67,0.3722,113,0.6278,75,0.4167,105,0.5833,42,0.2333,138,0.7667,20,0.1111,16,0.0889,1,0.0056,4,13,96,2,2,1,2,22,14.9655,4,22,15.0345
instcross6_36_0.csv,180,612,0.2941,578,0.9444,1,4,3.4,1,4,3.4,70,0.3889,110,0.6111,70,0.3889,110,0.6111,40,0.2222,140,0.7778,19,0.1056,19,0.1056,0,0,3,12,70.7222,14,3,15,5,22,16.6071,5,22,16.6071
instcross6_36_17.csv,180,612,0.2941,576,0.9412,1,4,3.4,1,4,3.4,66,0.3667,114,0.6333,64,0.3556,116,0.6444,58,0.3222,122,0.6778,21,0.1167,22,0.1222,0,0,1,5,67.0667,2,2,12,2,22,16.5714,2,22,16.6207
instcross6_36_2.csv,180,612,0.2941,576,0.9412,1,4,3.4,1,4,3.4,76,0.4222,104,0.5778,74,0.4111,106,0.5889,60,0.3333,120,0.6667,16,0.0889,17,0.0944,0,0,2,8,80.25,2,2,2,3,22,16.1071,5,22,16.1852
instcross6_36_20.csv,180,612,0.2941,576,0.9412,1,4,3.4,2,4,3.4,70,0.3889,110,0.6111,70,0.3889,110,0.6111,50,0.2778,130,0.7222,19,0.1056,19,0.1056,0,0,1,5,81.9,2,2,2,5,22,15.5,9,22,16.4167
instcross6_37_14.csv,180,611,0.2946,574,0.9394,1,4,3.3944,1,4,3.3944,65,0.3611,115,0.6389,73,0.4056,107,0.5944,60,0.3333,120,0.6667,22,0.1222,18,0.1,0,0,1,5,82.625,2,2,8,3,22,16.1379,3,22,16
instcross6_37_16.csv,180,611,0.2946,576,0.9427,1,4,3.3944,1,4,3.3944,73,0.4056,107,0.5944,63,0.35,117,0.65,54,0.3,126,0.7,18,0.1,23,0.1278,0,0,1,5,69.75,2,2,14,5,22,16.1852,5,22,16.1852
instcross6_37_2.csv,180,611,0.2946,574,0.9394,2,4,3.3944,1,4,3.3944,67,0.3722,113,0.6278,69,0.3833,111,0.6167,52,0.2889,128,0.7111,21,0.1167,20,0.1111,0,0,10,37,96.2,2,2,13,3,22,16.7037,3,22,16.7037
instcross6_37_22.csv,180,611,0.2946,576,0.9427,1,4,3.3944,1,4,3.3944,77,0.4278,103,0.5722,71,0.3944,109,0.6056,62,0.3444,118,0.6556,16,0.0889,19,0.1056,1,0.0056,1,5,89.375,2,2,7,5,22,15.8462,5,22,15.9259
instcross6_38_10.csv,180,610,0.2951,574,0.941,1,4,3.3889,1,4,3.3889,70,0.3889,110,0.6111,68,0.3778,112,0.6222,54,0.3,126,0.7,20,0.1111,21,0.1167,0,0,5,18,83.7692,2,2,9,1,22,16.0323,1,22,15.9333
instcross6_38_12.csv,180,610,0.2951,578,0.9475,1,4,3.3889,1,4,3.3889,64,0.3556,116,0.6444,66,0.3667,114,0.6333,44,0.2444,136,0.7556,23,0.1278,22,0.1222,0,0,7,23,71.6,2,2,22,5,22,16,5,22,16
instcross6_38_25.csv,180,610,0.2951,576,0.9443,1,4,3.3889,1,4,3.3889,68,0.3778,112,0.6222,60,0.3333,120,0.6667,60,0.3333,120,0.6667,21,0.1167,25,0.1389,0,0,1,3,89.25,2,2,1,5,22,16.375,6,22,16.9063
instcross6_38_3.csv,180,610,0.2951,572,0.9377,1,4,3.3889,2,4,3.3889,74,0.4111,106,0.5889,72,0.4,108,0.6,58,0.3222,122,0.6778,18,0.1,19,0.1056,0,0,3,11,84.375,2,2,22,3,22,16.1,3,22,16.1
instcross6_38_4.csv,180,610,0.2951,574,0.941,1,4,3.3889,1,4,3.3889,68,0.3778,112,0.6222,70,0.3889,110,0.6111,54,0.3,126,0.7,21,0.1167,20,0.1111,0,0,2,8,86.1538,2,2,15,5,22,16.8261,5,22,16.8261
instcross6_38_6.csv,180,610,0.2951,576,0.9443,1,4,3.3889,1,4,3.3889,76,0.4222,104,0.5778,70,0.3889,110,0.6111,46,0.2556,134,0.7444,17,0.0944,20,0.1111,0,0,2,7,68.2941,2,2,2,3,22,16.1379,5,22,16.2069
instcross6_39_18.csv,180,609,0.2956,570,0.936,2,4,3.3833,1,4,3.3833,77,0.4278,103,0.5722,75,0.4167,105,0.5833,56,0.3111,124,0.6889,17,0.0944,18,0.1,0,0,3,12,67.7143,2,2,1,4,22,14.6875,4,22,14.7879
instcross6_39_5.csv,180,609,0.2956,572,0.9392,1,4,3.3833,1,4,3.3833,69,0.3833,111,0.6167,69,0.3833,111,0.6167,52,0.2889,128,0.7111,21,0.1167,21,0.1167,0,0,1,5,83.3,2,2,9,5,22,16.6207,5,22,16.6207
instcross6_40_22.csv,180,608,0.2961,572,0.9408,1,4,3.3778,1,4,3.3778,76,0.4222,104,0.5778,70,0.3889,110,0.6111,56,0.3111,124,0.6889,18,0.1,21,0.1167,0,0,3,11,68.2143,2,2,16,3,22,15,3,22,15.1852
instcross6_41_21.csv,180,607,0.2965,566,0.9325,1,4,3.3722,2,4,3.3722,77,0.4278,103,0.5722,71,0.3944,109,0.6056,54,0.3,126,0.7,18,0.1,21,0.1167,0,0,1,4,73.8462,2,2,1,2,22,14.4474,3,22,14.5
instcross6_42_2.csv,180,606,0.297,568,0.9373,1,4,3.3667,1,4,3.3667,66,0.3667,114,0.6333,78,0.4333,102,0.5667,56,0.3111,124,0.6889,24,0.1333,18,0.1,1,0.0056,6,23,77.3846,2,2,1,2,22,15.0357,4,22,15.1071
instcross6_42_24.csv,180,606,0.297,566,0.934,1,4,3.3667,1,4,3.3667,78,0.4333,102,0.5667,80,0.4444,100,0.5556,58,0.3222,122,0.6778,18,0.1,17,0.0944,0,0,2,7,79.9444,2,2,1,2,22,16.625,4,22,16.7083
instcross6_43_24.csv,180,605,0.2975,562,0.9289,1,4,3.3611,2,4,3.3611,83,0.4611,97,0.5389,73,0.4056,107,0.5944,60,0.3333,120,0.6667,16,0.0889,21,0.1167,0,0,5,17,96.3125,2,2,5,2,22,15.8333,2,22,15.8333
instcross6_43_29.csv,180,605,0.2975,568,0.9388,2,4,3.3611,1,4,3.3611,73,0.4056,107,0.5944,77,0.4278,103,0.5722,54,0.3,126,0.7,21,0.1167,19,0.1056,0,0,1,4,82.3636,2,2,1,2,22,14.2188,4,22,14.3939
instcross6_43_3.csv,180,605,0.2975,562,0.9289,1,4,3.3611,1,4,3.3611,73,0.4056,107,0.5944,63,0.35,117,0.65,56,0.3111,124,0.6889,21,0.1167,26,0.1444,0,0,7,27,67,2,2,12,2,22,15.7333,2,22,15.8065
instrect4000_41_2,3996,13273,0.3011,13232,0.9969,2,4,3.3216,2,4,3.3216,2659,0.6654,1337,0.3346,2657,0.6649,1339,0.3351,80,0.02,3916,0.98,26,0.0065,27,0.0068,0,0,1,5,842.2222,2,2,17,2,1337,811.4568,2,1337,770.2383
instrect4535_65_2,4530,15029,0.3014,14964,0.9957,2,4,3.3177,2,4,3.3177,3011,0.6647,1519,0.3353,3013,0.6651,1517,0.3349,128,0.0283,4402,0.9717,40,0.0088,39,0.0086,0,0,2,7,879.48,2,2,11,2,1516,700.8669,2,1521,638.8083
instrect4708_39_1,4704,15635,0.3009,15596,0.9975,2,4,3.3238,2,4,3.3238,3133,0.666,1571,0.334,3131,0.6656,1573,0.3344,78,0.0166,4626,0.9834,24,0.0051,25,0.0053,0,0,3,12,790.5294,2,2,21,2,1571,505.5394,2,1575,883.1529
instrect4708_39_2,4704,15635,0.3009,15596,0.9975,2,4,3.3238,2,4,3.3238,3121,0.6635,1583,0.3365,3127,0.6648,1577,0.3352,74,0.0157,4630,0.9843,30,0.0064,27,0.0057,0,0,2,7,1047.8571,2,2,21,2,1571,991.1489,2,1739,883.1044
instrect4781_68_0,4776,15846,0.3014,15778,0.9957,2,4,3.3178,2,4,3.3178,3172,0.6642,1604,0.3358,3166,0.6629,1610,0.3371,132,0.0276,4644,0.9724,43,0.009,46,0.0096,0,0,4,15,999.5909,2,2,23,2,1595,809.9672,2,1608,535.1716
instrect4892_46_2,4890,16248,0.301,16202,0.9972,1,4,3.3227,2,4,3.3227,3246,0.6638,1644,0.3362,3258,0.6663,1632,0.3337,88,0.018,4802,0.982,33,0.0067,27,0.0055,0,0,1,5,982.7647,2,2,23,2,1635,721.3895,2,1635,674.7719
instrectL1412_10_16,168,610,0.2754,600,0.9836,2,4,3.631,2,4,3.631,46,0.2738,122,0.7262,42,0.25,126,0.75,20,0.119,148,0.881,8,0.0476,10,0.0595,0,0,1,5,94,2,2,13,11,24,17.7857,11,24,17.7857
instrectL1412_10_35,168,610,0.2754,600,0.9836,2,4,3.631,1,4,3.631,44,0.2619,124,0.7381,48,0.2857,120,0.7143,20,0.119,148,0.881,9,0.0536,7,0.0417,0,0,2,8,67.8571,2,2,13,11,24,17.6429,11,24,17.6429
instrectL1412_10_41,168,610,0.2754,600,0.9836,2,4,3.631,2,4,3.631,48,0.2857,120,0.7143,50,0.2976,118,0.7024,18,0.1071,150,0.8929,7,0.0417,6,0.0357,0,0,1,5,83.4,2,2,13,12,24,17.7143,12,24,17.7143
instrectL1412_10_43,168,610,0.2754,600,0.9836,2,4,3.631,1,4,3.631,52,0.3095,116,0.6905,46,0.2738,122,0.7262,18,0.1071,150,0.8929,5,0.0298,8,0.0476,0,0,7,27,78,2,2,13,11,24,17.9231,11,24,17.9231
instrectL1412_10_44,168,610,0.2754,600,0.9836,2,4,3.631,2,4,3.631,50,0.2976,118,0.7024,50,0.2976,118,0.7024,18,0.1071,150,0.8929,6,0.0357,6,0.0357,0,0,5,21,92.1429,2,2,18,10,24,16.5882,10,24,16.5882
instrectL1412_10_49,168,610,0.2754,600,0.9836,2,4,3.631,2,4,3.631,48,0.2857,120,0.7143,48,0.2857,120,0.7143,18,0.1071,150,0.8929,7,0.0417,7,0.0417,0,0,2,8,85,2,2,11,11,24,18.2143,11,24,18.2143
instrectL1412_10_50,168,610,0.2754,600,0.9836,2,4,3.631,2,4,3.631,50,0.2976,118,0.7024,52,0.3095,116,0.6905,20,0.119,148,0.881,6,0.0357,5,0.0298,0,0,6,23,88.1429,2,2,13,5,24,16.7222,5,24,16.6842
instrectL1412_10_53,168,610,0.2754,600,0.9836,1,4,3.631,2,4,3.631,48,0.2857,120,0.7143,46,0.2738,122,0.7262,18,0.1071,150,0.8929,7,0.0417,8,0.0476,0,0,3,12,88.75,2,2,11,3,24,13.5455,9,24,17.1333
instrectL1412_10_59,168,610,0.2754,600,0.9836,2,4,3.631,2,4,3.631,48,0.2857,120,0.7143,48,0.2857,120,0.7143,18,0.1071,150,0.8929,7,0.0417,7,0.0417,0,0,3,12,89.3333,2,2,10,11,24,17.2,11,24,17.2
instrectL1412_10_60,168,610,0.2754,600,0.9836,2,4,3.631,1,4,3.631,48,0.2857,120,0.7143,54,0.3214,114,0.6786,20,0.119,148,0.881,7,0.0417,4,0.0238,0,0,5,16,89.6667,20,3,13,11,24,17.7857,11,24,17.7857
instrectL1412_10_64,168,610,0.2754,600,0.9836,2,4,3.631,2,4,3.631,50,0.2976,118,0.7024,50,0.2976,118,0.7024,20,0.119,148,0.881,6,0.0357,6,0.0357,0,0,8,32,69,2,2,8,7,24,16.5,7,24,16.5
instrectL1412_10_67,168,610,0.2754,600,0.9836,2,4,3.631,2,4,3.631,52,0.3095,116,0.6905,50,0.2976,118,0.7024,18,0.1071,150,0.8929,5,0.0298,6,0.0357,0,0,6,23,95.75,2,2,13,9,24,17.2857,9,24,17.2857
instrectL1412_10_68,168,610,0.2754,600,0.9836,2,4,3.631,1,4,3.631,52,0.3095,116,0.6905,52,0.3095,116,0.6905,18,0.1071,150,0.8929,5,0.0298,5,0.0298,0,0,1,5,80,2,2,13,3,24,15.2,3,24,16.7647
instrectL1412_10_72,168,610,0.2754,600,0.9836,1,4,3.631,2,4,3.631,48,0.2857,120,0.7143,50,0.2976,118,0.7024,16,0.0952,152,0.9048,7,0.0417,6,0.0357,0,0,1,5,89.3333,2,2,13,11,24,17.9286,11,24,17.9286
